/Users/macbook/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:10:28 CET)" (scheduled at 2026-02-05 15:09:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:10:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:11:13 CET)" (scheduled at 2026-02-05 15:10:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:11:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:11:58 CET)" (scheduled at 2026-02-05 15:11:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:11:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:12:43 CET)" (scheduled at 2026-02-05 15:11:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:12:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:13:28 CET)" (scheduled at 2026-02-05 15:12:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:13:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:14:13 CET)" (scheduled at 2026-02-05 15:13:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:14:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:14:58 CET)" (scheduled at 2026-02-05 15:14:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:14:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:15:43 CET)" (scheduled at 2026-02-05 15:14:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:15:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:16:28 CET)" (scheduled at 2026-02-05 15:15:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:16:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:17:13 CET)" (scheduled at 2026-02-05 15:16:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:17:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:17:58 CET)" (scheduled at 2026-02-05 15:17:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:17:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:18:43 CET)" (scheduled at 2026-02-05 15:17:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:18:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:19:28 CET)" (scheduled at 2026-02-05 15:18:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:19:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:20:13 CET)" (scheduled at 2026-02-05 15:19:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:20:13 CET)" executed successfully
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:20:58 CET)" (scheduled at 2026-02-05 15:20:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:20:58 CET)" executed successfully
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
